classification, true_output, bin_output
26,1.0,1
27,1.0,1
28,1.0,1
29,1.0,1
30,1.0,1
31,1.0,1
32,1.0,1
33,1.0,1
34,0.9999988,1
35,0.999997,1
36,0.99998796,1
37,0.9999355,1
38,0.940302,1
39,0.6088376,1
40,0.09240824,0
41,0.0028728722,0
42,2.6696016e-05,0
43,6.0091068e-05,0
44,0.0022841557,0
45,0.8627846,1
46,0.9968765,1
47,0.99999833,1
48,0.99999976,1
49,1.0,1
50,1.0,1
51,1.0,1
52,1.0,1
53,1.0,1
54,1.0,1
55,1.0,1
56,1.0,1
57,1.0,1
58,0.9999999,1
59,1.0,1
60,1.0,1
61,1.0,1
62,1.0,1
63,0.9999999,1
64,0.99999475,1
65,0.9999995,1
66,0.99946827,1
67,0.9998636,1
68,0.99999726,1
69,0.99997985,1
70,0.99998033,1
71,0.9999993,1
72,0.9999994,1
73,0.99999595,1
74,0.9999994,1
75,0.9999995,1
76,0.99999976,1
77,0.99999845,1
78,0.99999917,1
79,0.9999989,1
80,1.0,1
81,1.0,1
82,1.0,1
83,1.0,1
84,1.0,1
85,1.0,1
86,1.0,1
87,1.0,1
88,1.0,1
89,1.0,1
90,1.0,1
91,1.0,1
92,0.9999999,1
93,0.99998176,1
94,0.9999994,1
95,1.0,1
96,1.0,1
97,1.0,1
98,1.0,1
99,1.0,1
100,1.0,1
101,1.0,1
102,1.0,1
2,0.07646982,0
3,0.017673722,0
4,0.05190593,0
5,0.016830737,0
6,0.007993872,0
7,6.682292e-05,0
8,0.00015407045,0
9,0.00058092445,0
10,5.052798e-05,0
11,0.0007906755,0
12,0.00030393014,0
13,0.00041305317,0
14,0.00041207133,0
15,0.00019953688,0
16,9.164376e-05,0
17,0.0077807284,0
18,0.010922291,0
19,0.000902457,0
20,0.015734311,0
21,0.034663122,0
22,0.08202737,0
23,0.10652195,0
24,0.017667314,0
25,0.0051628817,0
26,0.012908037,0
27,0.034722164,0
28,0.8977558,1
29,0.2614382,0
30,0.060056616,0
31,0.45968184,0
32,0.22249037,0
33,0.09406785,0
34,0.042642258,0
35,0.06856511,0
36,0.6030287,1
37,0.70508,1
38,0.86817545,1
39,0.090804294,0
40,0.0015871488,0
41,0.046937224,0
42,0.4703205,0
43,0.059695564,0
44,0.7948447,1
45,0.9775728,1
46,0.9867841,1
47,0.9963086,1
48,0.9371998,1
49,0.99941874,1
50,0.9045227,1
51,0.59168506,1
52,0.09019623,0
53,0.32729328,0
54,0.07040992,0
55,0.002260885,0
56,0.00077045173,0
57,8.545506e-05,0
58,7.793009e-05,0
59,1.8717285e-05,0
60,0.00010951005,0
61,0.0007319141,0
62,0.0022637912,0
63,0.01759218,0
64,0.0034268475,0
65,0.022246389,0
66,0.091151066,0
67,0.9446605,1
68,0.97049797,1
69,0.98208517,1
70,0.9787364,1
71,0.9921193,1
72,0.9164181,1
73,0.98735553,1
74,0.9986129,1
75,0.99975556,1
76,0.9970732,1
77,0.9865737,1
78,0.939885,1
79,0.9755406,1
80,0.997118,1
81,0.99624443,1
82,0.60889226,1
83,0.14980078,0
84,0.34067908,0
85,0.986259,1
86,0.95483464,1
87,0.92404187,1
88,0.80499136,1
89,0.5925585,1
90,0.072695844,0
91,0.16865663,0
92,0.065409616,0
93,0.5678028,1
94,0.8598364,1
95,0.9946695,1
96,0.9879062,1
97,0.9678246,1
