timestamps,TP9_0,TP9_1,TP9_2,TP9_3,TP9_4,TP9_5,TP9_6,TP9_7,TP9_8,TP9_9,TP9_10,TP9_11,TP9_12,TP9_13,TP9_14,AF7_0,AF7_1,AF7_2,AF7_3,AF7_4,AF7_5,AF7_6,AF7_7,AF7_8,AF7_9,AF7_10,AF7_11,AF7_12,AF7_13,AF7_14,AF8_0,AF8_1,AF8_2,AF8_3,AF8_4,AF8_5,AF8_6,AF8_7,AF8_8,AF8_9,AF8_10,AF8_11,AF8_12,AF8_13,AF8_14,TP10_0,TP10_1,TP10_2,TP10_3,TP10_4,TP10_5,TP10_6,TP10_7,TP10_8,TP10_9,TP10_10,TP10_11,TP10_12,TP10_13,TP10_14,drowsy
0.0,2.184278595637412,5.440725428391098,15.015160542742775,58.0754685944477,93.07668468588597,2.49085690774871,6.874196621590333,26.58794016039892,42.612093929677734,2.7597717878556822,10.674214194194589,17.107403398853393,3.8677887212146467,6.198847119944541,1.6026850396310803,2.4375369909889826,1.9473396844329425,5.0316412269201045,11.590183648247603,16.10355243915772,0.7988964646000501,2.064231741106261,4.754874978756781,6.606485357427959,2.5838538941834885,5.9518037561190145,8.269513823340487,2.3034598703576528,3.2004572092702235,1.3894130522765722,1.9445891772494686,2.8304810260236577,3.382294761299674,13.53603452647191,23.898727343770343,1.4555676125006733,1.7393364114490104,6.960871059468718,12.289859278952683,1.1949540485177603,4.782238213936282,8.443344832218845,4.002026872805899,7.065832232370861,1.7655634149744894,2.2504302047122904,6.347749393135783,16.02591799976222,50.826445831086744,80.22371778628096,2.8206826320780385,7.121268620641837,22.585213140429175,35.648169678089296,2.5246614204858253,8.007002589933458,12.63813563166685,3.171515405971806,5.005873472425807,1.578385355782916,0
2.5,2.7801714648055285,6.308868732343754,8.262655572116952,30.7081738141775,47.80603200979554,2.269237279861462,2.9719949566833352,11.045424429002088,17.195353817193265,1.3096889351583265,4.86746120691108,7.577591805755567,3.7165017404095724,5.78579508640311,1.556785248744561,3.031902920967058,2.8138549499585825,4.070521773776473,13.076620068463122,23.253284962394495,0.9280821396026339,1.3425633603328357,4.313007510244488,7.66953479993931,1.4465997168178082,4.647226065670371,8.263853459374927,3.212516919257537,5.712605472890271,1.7782335833457783,1.3630819308244033,1.6222502368904814,5.091824845342806,8.071658886637376,20.12570304824725,1.1901340632615758,3.7355236909810903,5.921624154870551,14.764852055573103,3.1387419336136344,4.975594210489423,12.406041059870061,1.5852192743864801,3.9525521123640077,2.493378787545808,3.2862615686173844,7.972079331360509,11.00758080429315,33.413223551829915,39.31168704099192,2.425880948580295,3.3495753683795555,10.167548399346595,11.96243397555581,1.3807665913448213,4.1912808645028425,4.931171079337845,3.035473838066051,3.5713284998698054,1.1765308121203102,0
5.0,2.4856415341505564,4.300991102506962,13.23661054671796,37.9007497957967,71.05821002185553,1.730334420074286,5.325229066564276,15.247874351580188,28.587472910143088,3.077572176097413,8.812096768511125,16.52135713101967,2.8633274101423383,5.368308584063806,1.8748497168184282,1.8701892012033645,3.570330424711923,6.0120556632987165,13.47360540096996,49.760268947962494,1.9090744521541514,3.2146777766817856,7.204407656883288,26.60707746357667,1.6838933510709466,3.7737698751109554,13.937160718668627,2.241097913184858,8.276747877058051,3.6931665628548296,1.2574268895222807,1.850575828296078,6.066228557548301,8.565179630104971,25.297675171580156,1.4717164422968125,4.824319098069368,6.8116720753117015,20.118605210670502,3.278022151155943,4.628386202359176,13.670164056380791,1.4119447608757156,4.170247614574607,2.9535487011461683,2.2186697264204294,5.141613510095907,13.508785350888333,34.078115425571504,68.79691375155417,2.317430777942472,6.088686923530172,15.359706323010345,31.008181583903497,2.6273436002847967,6.627902964440405,13.380413291754962,2.522663181063169,5.0927534907518615,2.0188004205165173,0
7.5,2.766909040570569,9.66420341403909,21.07252738241355,87.82660625011827,223.61318983591713,3.492779586294682,7.6159089704185385,31.741775736873297,80.81696454676569,2.180472252043216,9.08782674447161,23.138295031236257,4.167824991102658,10.611598019444857,2.5460757210531066,1.6842728809270908,3.761493154940848,5.669508712642699,12.973813932052902,45.63046211618301,2.2333038770239964,3.366146173131978,7.702916836677676,27.09208384989622,1.5072495094655718,3.449112732004141,12.130943813162565,2.288348883408892,8.048397917517887,3.5171201279100437,3.1550469936948837,4.9519962966843565,8.541098849510455,17.322807695526414,46.81331619963103,1.5695475555769967,2.707122545743115,5.490507028942739,14.837597123967981,1.7247789250628494,3.498146334868025,9.453423103521951,2.0281708478902916,5.480947712285779,2.702409275819675,2.6683444939535375,10.153694215359373,24.513416327305656,66.14648757055654,171.03539728650944,3.805241129234857,9.186750954703564,24.789335754976292,64.09794450232167,2.4142362185995814,6.514524287179886,16.844647244525664,2.6983789891772667,6.977215864277228,2.5857064156894336,0
10.0,3.5931794647764645,11.131547200820162,31.94781080370442,63.060832493870855,139.55997074255058,3.0979658294113808,8.891237166661233,17.550148305156792,38.84024500046305,2.870024285694134,5.665055482064937,12.537338091893275,1.9738702248280127,4.368373520177736,2.2131006715795416,2.2086378550698385,4.8402756245691645,5.299791235098465,10.225028513383014,20.361663756800578,2.1915207209993746,2.399574571690424,4.629563189778659,9.21910475728794,1.094935835512508,2.1124888965993853,4.206715760863924,1.9293266583156352,3.8419746842013636,1.9913552055283017,3.7522945227983624,3.841257004417614,3.2989516345024286,8.752712270870594,21.359829624666144,1.0237088216499877,0.8791824880639054,2.33262933324942,5.692471498409072,0.8588208575235892,2.278606263732052,5.560635385786841,2.6531799312634483,6.474732579063041,2.4403669358300037,2.6291363486521675,8.597901158385694,28.207326880855838,55.40965707106302,98.14353234171519,3.270237834106028,10.728742499534643,21.07523145365546,37.32919077857209,3.280722395063207,6.444556182996003,11.414824447707677,1.9643710765329296,3.4793631015183033,1.7712351515882123,0
12.5,3.0921871493788706,7.185537623971671,17.703389672959705,40.81121419622115,48.38532117136958,2.323771905401985,5.725199937046434,13.198170817189679,15.64760437643264,2.463752971510361,5.67963266382057,6.733709250919698,2.305276839641423,2.733110554826328,1.1855888663035599,1.4739638449982668,4.96223464158787,3.6390756996929725,8.611891938874697,19.452427854911182,3.366591832239756,2.4689043167793927,5.8426751565842,13.197357534189758,0.7333542169075062,1.7354866427918387,3.9200943244164246,2.3665053023220373,5.345430944608372,2.258786802363547,2.39590158533882,3.4307149290555885,2.816688226549016,6.159045863882861,19.423898127188505,1.4319097871336102,1.1756276817817164,2.5706589542624605,8.107135220431706,0.8210207740356898,1.7952659988506625,5.661763955577486,2.1866267646628663,6.896005721934838,3.1537187019651536,2.552977042299508,5.9805646048074665,14.330848505796618,38.78920337757126,39.72762013235218,2.342584561363965,5.613387143069875,15.193714136431558,15.56129157219873,2.3962367189005516,6.485876491726321,6.642787555612593,2.7066927238733705,2.7721750122669246,1.0241927307876482,0
15.0,2.6328000972472174,6.126366177377102,16.730882993644396,58.24536294510108,77.83263715295713,2.326939361549956,6.3547866817301255,22.12297204257961,29.562683940317676,2.730963593953412,9.507326408301278,12.704535592464344,3.4813083665235656,4.6520340368481214,1.3362889888130314,1.7834271836359208,5.952515527653019,3.222784959096646,7.579333505291947,13.344945969542675,3.337683524323918,1.8070740362532032,4.249869899279968,7.482753482727552,0.541415632454022,1.273299241317621,2.2419002365550105,2.3517962263968277,4.140811794431142,1.7607017767756405,1.722486048127092,3.1042233704679276,4.762071410724989,7.611361916075139,23.415399787773843,1.8021762056321082,2.764650207705847,4.418823551198681,13.59395613870665,1.5340620961845146,2.451937572690785,7.543078249631316,1.598330066813586,4.917061876694753,3.076374510364656,2.2102269350629893,7.299640154425373,16.758180925249988,55.50338638092428,54.48874639012371,3.3026654587472666,7.582108723497389,25.11207582371739,24.653009845150056,2.295754389357182,7.603578423968695,7.464579792620347,3.312017373991701,3.2514714236092352,0.9817193137759737,0
17.5,3.1366819173972096,6.069717036273688,14.138953020466975,94.18537227702214,131.16288207638598,1.9350757252779665,4.507614540718031,30.027071522501178,41.81580585168921,2.32942539758775,15.517259159554545,21.609389909370357,6.6614106532982476,9.276704002518425,1.392603531794767,4.10995396555454,7.856913060255695,3.1476758599894223,15.296017438327617,75.61381798851743,1.9116790908376005,0.7658664516366958,3.7217004293778713,18.397728690451437,0.40062500830154085,1.946822794273076,9.623858302697911,4.85946397237326,24.022110710208747,4.943366356202627,2.3309895339632707,3.549335129508727,5.178377210717148,8.499734689090895,24.70176148029372,1.5226731299277698,2.221536019474356,3.6464062001338977,10.597113852456681,1.4589710528219129,2.3947399664870095,6.959546106234481,1.641389636795844,4.770174221601906,2.906180296662382,2.963646663043842,8.97935985062976,18.14971504724875,72.24834332662974,97.26611676002722,3.0298348189076703,6.124115696237524,24.378190635055795,32.81974129133502,2.021270485776983,8.046046102224388,10.83218830496091,3.9806874729739405,5.359098834709884,1.3462747003110351,0
20.0,2.4302314233337885,5.811515956758857,10.80764639140464,52.37530787668587,91.26805424720544,2.391342610814663,4.4471675773901085,21.551572156382328,37.555293446911335,1.8596948665064281,9.012331423743715,15.704689607030966,4.846134484779234,8.444766875403257,1.7425779044982401,1.6469023834567413,4.59084720605174,2.434495890898768,10.623005746565202,71.07081134007106,2.7875648564038444,1.4782271950987884,6.450294718906291,43.15423430919933,0.5302933819469248,2.3139532355948935,15.48097946853561,4.363534063162208,29.19323528364351,6.69027326498913,2.3179253866688807,6.149299141952791,13.112109822769172,15.418616112534773,62.28273380529641,2.6529323063284727,5.656829981750511,6.651903551862407,26.870033937892924,2.1322933752423125,2.5073777932420422,10.12842803180294,1.1759065719355364,4.750016179481846,4.0394503210092125,2.4434811758145436,8.953247464128246,12.917788572261811,49.31900635104928,76.0591788426909,3.664136050134967,5.286633144597735,20.183910905148924,31.127384812914013,1.4428048173601533,5.508504768649477,8.495149848971204,3.8179140396330142,5.887941145438138,1.542187981268457,0
22.5,2.7103977988541863,8.087065255119184,12.642281211992584,61.306467566101446,71.01475244762399,2.9837189428570112,4.66436373927734,22.618992530180847,26.20085969581487,1.5632718190310024,7.580805351767617,8.7812760509965,4.849320034737526,5.617241956321834,1.1583566182647034,1.0569730232415926,2.9227960927537007,4.5519351067568445,10.748582293151928,20.170959001003222,2.765251362603259,4.306576427841723,10.169211566239872,19.083702760115514,1.5573905815880085,3.677499884374485,6.901254265055225,2.3613215129532157,4.431293181456313,1.876615766700174,3.1448961539318345,4.786544565685169,19.58139680110714,15.819214261673403,54.01259490990537,1.5220040126606091,6.226404893091922,5.030122931689109,17.17468312662005,4.090925412349977,3.304934080230164,11.284256141084052,0.8078695520218956,2.758362718376223,3.414366479678223,2.66108282909922,9.22975466445583,19.011504496785605,46.626514659538685,52.39406259175205,3.4684206607654207,7.1442738605851765,17.521632227931,19.68900104078591,2.059806049883395,5.051761000657941,5.676647375419822,2.4525420735335346,2.755913536491057,1.1236967415284485,0
